p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.30447057165858e-20	1.32624518876146	0.211	0.073	1.52101268655391e-16	tumor	DHRS4-AS1
2.70494449964628e-25	1.31796934682206	0.349	0.158	3.15396528658756e-21	tumor	AC068888.1
7.62420109960007e-17	1.29649156043434	0.112	0.025	8.88981848213368e-13	tumor	AL139317.3
2.09408868193138e-06	1.26764570085132	0.11	0.055	0.0244170740313199	tumor	AC100810.1
1.88509056082277e-58	1.23454838767583	0.834	0.565	2.19801559391935e-54	tumor	SNHG29
1.59833658302203e-24	1.2131208883711	0.194	0.053	1.86366045580369e-20	tumor	AC114947.2
6.73446820221432e-16	1.21261314480004	0.221	0.095	7.85238992378189e-12	tumor	AC145207.2
5.19220529772919e-23	1.18597696526768	0.299	0.128	6.05411137715224e-19	tumor	AP002770.1
9.35129950401409e-14	1.1410387102535	0.172	0.07	1.09036152216804e-09	tumor	AL583722.2
1.23862323183234e-10	1.11913843226455	0.146	0.063	1.44423468831651e-06	tumor	AC005082.2
5.37038903601571e-06	1.0794481260037	0.136	0.075	0.0626187361599432	tumor	AC097359.2
3.33267389520905e-10	1.05435409036689	0.136	0.058	3.88589776181376e-06	tumor	AC069234.2
9.34797868461382e-16	1.05391550037668	0.201	0.085	1.08997431462597e-11	tumor	AL590133.2
4.23008654910267e-09	1.02994131203801	0.132	0.058	4.93228091625371e-05	tumor	ZBED5-AS1
2.23876802968251e-11	1.02476942651198	0.132	0.05	2.61040352260981e-07	tumor	CU633967.1
7.19740359713819e-30	1.01968165839305	0.145	0.019	8.39217259426313e-26	tumor	ERVE-1
7.33312308051317e-32	1.00664047932664	0.124	0.008	8.55042151187836e-28	tumor	AL035458.2
1.52887831342025e-187	8.84081285409488	0.457	0.004	1.78267211344802e-183	B lineage	AL139020.1
6.96869983294833e-102	7.13043818620696	0.337	0.013	8.12550400521775e-98	B lineage	LINC00926
5.28048930958746e-35	5.5677065105798	0.154	0.011	6.15705053497898e-31	B lineage	TCL6
2.5285783258304e-90	5.37528417560456	0.234	0.003	2.94832232791825e-86	B lineage	AC007569.1
8.23654548218781e-85	5.25712420425719	0.291	0.012	9.60381203223099e-81	B lineage	FAM30A
8.94505169576967e-98	4.97488363755851	0.24	0.002	1.04299302772674e-93	B lineage	AC012236.1
1.1879989451304e-77	4.14119854870668	0.394	0.037	1.38520677002205e-73	B lineage	AL008729.2
4.54681841716045e-33	4.09470789951398	0.109	0.004	5.30159027440909e-29	B lineage	AC120193.1
6.88781851359007e-27	3.90301400658763	0.143	0.014	8.03119638684602e-23	B lineage	AC007952.2
4.84566532164049e-72	3.80144443146796	0.177	0.002	5.65004576503281e-68	B lineage	AL161781.2
4.11388144311149e-36	3.67495101454542	0.149	0.009	4.796785762668e-32	B lineage	AC007952.7
9.51806163622942e-07	3.4865598761698	0.114	0.038	0.0110980598678435	B lineage	TAPT1-AS1
3.99266838826566e-47	3.20488985053565	0.154	0.006	4.65545134071776e-43	B lineage	LINC02362
1.63645083164955e-21	3.12785513651452	0.114	0.011	1.90810166970338e-17	B lineage	MIR181A1HG
1.2438821387015e-18	3.02749323533836	0.263	0.073	1.45036657372595e-14	B lineage	AC245060.2
1.54729561352146e-36	2.90029883533642	0.154	0.01	1.80414668536602e-32	B lineage	AC133065.1
1.46609022107177e-36	2.89933917281946	0.417	0.099	1.70946119776968e-32	B lineage	AL031733.2
4.8182655488767e-30	2.83416409610942	0.234	0.036	5.61809762999023e-26	B lineage	AC145098.1
5.98852975908057e-51	2.80391783407356	0.269	0.025	6.98262569908795e-47	B lineage	AC099524.1
1.80441556356569e-20	2.70972394822368	0.166	0.027	2.1039485471176e-16	B lineage	AC078883.1
7.68576927342078e-30	2.62638548721784	0.143	0.012	8.96160697280863e-26	B lineage	AC104699.1
5.36733151733903e-33	2.55180633516024	0.109	0.004	6.25830854921731e-29	B lineage	AC022239.1
1.13409368313988e-13	2.54128030591186	0.16	0.037	1.3223532345411e-09	B lineage	AC027097.1
1.67693813710866e-27	2.38671603758948	0.24	0.041	1.9553098678687e-23	B lineage	AC007384.1
3.67620941914864e-10	2.36111555625801	0.114	0.026	4.28646018272731e-06	B lineage	AC100861.2
4.92755895262361e-92	2.34010543866602	0.28	0.008	5.74553373875913e-88	B lineage	LINC02397
6.15117298736179e-06	2.20240758394833	0.314	0.181	0.0717226770326384	B lineage	GABPB1-AS1
7.36401836590243e-37	2.151082092809	0.217	0.023	8.58644541464224e-33	B lineage	IFNG-AS1
5.45936837719721e-07	2.03281630977673	0.154	0.059	0.00636562352781195	B lineage	AC245060.6
1.55795865910877e-14	1.7732625869677	0.2	0.052	1.81657979652082e-10	B lineage	AC100861.1
4.87456858059302e-19	1.71610844938915	0.114	0.013	5.68374696497146e-15	B lineage	LINC01215
7.27795551012029e-14	1.58866711857959	0.28	0.098	8.48609612480026e-10	B lineage	AC009950.1
6.08542611112299e-13	1.55750010476606	0.103	0.017	7.09560684556941e-09	B lineage	AC087500.1
3.28901151537426e-09	1.48939499995456	0.114	0.028	3.83498742692639e-05	B lineage	KLHL6-AS1
5.02784777553835e-11	1.34676949770647	0.297	0.118	5.86247050627771e-07	B lineage	AC243960.1
7.76026500400953e-06	1.30279872950073	0.109	0.037	0.0904846899467511	B lineage	ANKRD10-IT1
1.16396335711357e-09	1.25580000720271	0.143	0.041	1.35718127439442e-05	B lineage	AC087386.1
3.76231952247419e-24	1.17624547148383	0.143	0.016	4.38686456320491e-20	B lineage	HLA-DQB1-AS1
8.00192149187375e-06	1.17340475435204	0.114	0.041	0.093302404595248	B lineage	AC245060.5
1.50696965188638e-06	1.1338869816914	0.109	0.035	0.0175712661409952	B lineage	AC025164.1
7.20057546988606e-24	1.11865955685125	0.12	0.011	8.39587099788715e-20	B lineage	AC023510.1
1.84509494857335e-18	1.10197187260186	0.56	0.247	2.15138071003653e-14	B lineage	PSMB8-AS1
2.39890047593644e-08	1.09142651644397	0.206	0.08	0.000279711795494189	B lineage	AL355816.2
4.15206918631089e-264	6.77916454515622	0.682	0.007	4.8413126712385e-260	NK/T	LINC00861
4.02618488925381e-35	6.24443450511911	0.107	0.001	4.69453158086994e-31	NK/T	LINC02446
2.20357835424643e-65	6.24126507336447	0.195	0.001	2.56937236105134e-61	NK/T	LINC01871
4.58722543358661e-60	5.7660239884607	0.195	0.006	5.34870485556199e-56	NK/T	PRKCQ-AS1
5.65878313312409e-23	5.02241797635678	0.157	0.039	6.59814113322269e-19	NK/T	LINC01943
1.37305283748269e-47	4.97205152056017	0.181	0.013	1.60097960850481e-43	NK/T	LINC01550
1.35247446414524e-77	4.65129395185171	0.243	0.005	1.57698522519335e-73	NK/T	AC109460.4
3.11367732835404e-50	4.38705192968437	0.177	0.009	3.63054776486081e-46	NK/T	LINC01934
9.02007484850471e-172	4.31193353935802	0.595	0.059	1.05174072733565e-167	NK/T	PCED1B-AS1
1.5802807180604e-100	4.27372609128077	0.299	0.004	1.84260731725843e-96	NK/T	AC034238.1
2.66396346495325e-23	3.93522704738361	0.136	0.028	3.10618140013549e-19	NK/T	SNHG22
1.49370615902593e-56	3.81782618028067	0.19	0.007	1.74166138142424e-52	NK/T	LINC00612
4.58811131130809e-40	3.47477883920982	0.261	0.064	5.34973778898523e-36	NK/T	LINC00649
3.58080298647288e-59	3.44470080864494	0.26	0.03	4.17521628222738e-55	NK/T	TRG-AS1
7.44829099255087e-36	3.40966764511876	0.218	0.047	8.68470729731431e-32	NK/T	TNRC6C-AS1
1.05651194843806e-28	3.40065448295645	0.124	0.013	1.23189293187878e-24	NK/T	AC090948.1
1.78718908617021e-68	3.32548805626009	0.315	0.045	2.08386247447447e-64	NK/T	MIAT
2.38124372893428e-18	3.24298329299106	0.102	0.018	2.77653018793737e-14	NK/T	AC008105.3
1.08913247735609e-61	3.22430279032835	0.318	0.056	1.2699284685972e-57	NK/T	MMP25-AS1
4.49051296518598e-19	3.07257643561474	0.211	0.081	5.23593811740686e-15	NK/T	AC159540.1
7.66687850953214e-20	3.04800374154296	0.145	0.038	8.93958034211448e-16	NK/T	MIATNB
3.20076129541827e-144	2.85641423289755	0.851	0.324	3.7320876704577e-140	NK/T	AC124319.1
1.34667751235359e-68	2.8005220089156	0.442	0.115	1.57022597940428e-64	NK/T	C5orf56
2.11153075003463e-22	2.73514216322463	0.117	0.019	2.46204485454038e-18	NK/T	LINC00954
6.78928209027581e-34	2.73142081583049	0.398	0.186	7.91630291726159e-30	NK/T	CYTOR
6.25008341700303e-25	2.73125423001035	0.15	0.031	7.28759726422553e-21	NK/T	AC016831.5
8.58399625396981e-34	2.66006392436048	0.219	0.05	1.00089396321288e-29	NK/T	AC092821.3
3.32134850708015e-61	2.65469143403964	0.321	0.058	3.87269235925546e-57	NK/T	ITGB2-AS1
3.87194845811918e-23	2.5970760088796	0.102	0.011	4.51469190216696e-19	NK/T	SIDT1-AS1
2.18039022345854e-31	2.59499719989351	0.113	0.006	2.54233500055266e-27	NK/T	AL359220.1
2.37696697690398e-29	2.57687455781148	0.117	0.01	2.77154349507005e-25	NK/T	AC004494.1
4.06496678823803e-11	2.53586127598751	0.12	0.045	4.73975127508554e-07	NK/T	BISPR
5.7986733999295e-37	2.53172344574723	0.437	0.199	6.7612531843178e-33	NK/T	AC044849.1
6.19612021208697e-24	2.51500261891264	0.149	0.032	7.22467616729341e-20	NK/T	AC083949.1
9.42197961098898e-19	2.49508172947872	0.109	0.022	1.09860282264132e-14	NK/T	AC111170.1
2.01024425099346e-19	2.48188607381872	0.109	0.021	2.34394479665837e-15	NK/T	AC022916.1
3.85094571404915e-28	2.45087143188645	0.301	0.121	4.49020270258131e-24	NK/T	CCDC18-AS1
3.43591312342783e-30	2.44986256121352	0.219	0.06	4.00627470191685e-26	NK/T	DDIT4-AS1
2.52982078797744e-13	2.42835268517797	0.123	0.041	2.9497710387817e-09	NK/T	PSMD6-AS2
2.12574607223166e-26	2.40564613246428	0.113	0.012	2.47861992022211e-22	NK/T	PHACTR2-AS1
5.36012228122683e-37	2.38265566451674	0.285	0.084	6.24990257991048e-33	NK/T	HCP5
1.48133530582209e-10	2.36747157593166	0.146	0.064	1.72723696658856e-06	NK/T	SH3BP5-AS1
8.29779481459017e-09	2.29680647544148	0.113	0.047	9.67522875381214e-05	NK/T	VIM-AS1
2.12516121907729e-31	2.29237167510407	0.194	0.042	2.47793798144412e-27	NK/T	AC058791.1
6.23303735142389e-20	2.26487140633078	0.22	0.085	7.26772155176025e-16	NK/T	FAM215B
2.43578955741104e-17	2.25931153305115	0.115	0.026	2.84013062394128e-13	NK/T	AC026979.2
8.97630299298988e-19	2.23455163953576	0.232	0.098	1.04663692898262e-14	NK/T	AL390728.6
2.83827785740704e-19	2.20522606677323	0.113	0.023	3.30943198173661e-15	NK/T	Z99774.1
1.83781608203448e-113	2.18822518376633	0.636	0.174	2.1428935516522e-109	NK/T	AC114760.2
3.12166116495089e-32	2.15398905618347	0.142	0.016	3.63985691833274e-28	NK/T	AL121839.2
2.2424951530211e-25	2.05118849577612	0.158	0.034	2.6147493484226e-21	NK/T	AC079793.1
1.58074801087073e-209	2.03044245572193	0.995	0.664	1.84315218067527e-205	NK/T	MALAT1
3.67427800838835e-13	1.97753180202263	0.292	0.169	4.28420815778082e-09	NK/T	MIR4435-2HG
1.89240226092128e-23	1.97138392028675	0.251	0.094	2.20654103623421e-19	NK/T	SNHG12
1.20284830599624e-06	1.96415185920733	0.12	0.062	0.0140252112479161	NK/T	AL109811.2
5.93746112610998e-14	1.93536018843856	0.104	0.028	6.92307967304423e-10	NK/T	AC016831.1
4.29569754775803e-22	1.93528352833177	0.328	0.158	5.00878334068586e-18	NK/T	ZFHX2-AS1
2.20361914856288e-20	1.8258481957244	0.164	0.047	2.56941992722432e-16	NK/T	AL121985.1
3.76748274969093e-18	1.79080332115544	0.272	0.128	4.39288488613962e-14	NK/T	PVT1
5.39972116567467e-07	1.76963603691306	0.165	0.094	0.00629607487917667	NK/T	AP002807.1
4.93991445863507e-21	1.73062557830592	0.307	0.146	5.75994025876849e-17	NK/T	AC004951.1
2.75789057674864e-41	1.70384755839698	0.571	0.312	3.21570041248892e-37	NK/T	PSMA3-AS1
9.53604790010434e-22	1.60931156092143	0.331	0.162	1.11190318515217e-17	NK/T	AL135999.1
1.08661397128008e-33	1.55561790701955	0.307	0.107	1.26699189051257e-29	NK/T	AL021707.5
7.87163088599259e-06	1.5505818256384	0.104	0.055	0.0917832161306736	NK/T	U91328.2
1.04670529935607e-16	1.54848214997181	0.204	0.085	1.22045837904918e-12	NK/T	AP000892.3
6.66835122072067e-07	1.5480841253056	0.127	0.065	0.0077752975233603	NK/T	PAX8-AS1
3.46138495405526e-06	1.54494874765346	0.103	0.052	0.0403597485642844	NK/T	LINC02591
1.22035415077989e-11	1.50610442645295	0.17	0.077	1.42293293980935e-07	NK/T	AC005332.6
8.07715821867738e-21	1.50180907375876	0.106	0.016	9.41796648297782e-17	NK/T	ANKRD44-IT1
2.16817832134731e-49	1.42234101897822	0.393	0.121	2.52809592269096e-45	NK/T	AL133415.1
1.89179934703787e-17	1.40357653616089	0.109	0.023	2.20583803864616e-13	NK/T	AC116366.1
8.39123453596429e-15	1.39838949767233	0.214	0.096	9.78417946893437e-11	NK/T	AL133453.1
2.52154724669738e-07	1.37918836542638	0.253	0.165	0.00294012408964915	NK/T	GARS-DT
4.37223909510338e-18	1.36001401971275	0.203	0.078	5.09803078489055e-14	NK/T	AC004687.1
2.62849316080619e-09	1.35723914193255	0.125	0.054	3.06482302550001e-05	NK/T	AC025171.1
4.9116408721306e-18	1.33298384382638	0.231	0.096	5.72697325690428e-14	NK/T	AC007406.5
1.33502430460793e-15	1.28027806205597	0.427	0.277	1.55663833917285e-11	NK/T	FTX
5.82354880062184e-12	1.27673433383692	0.12	0.042	6.79025790152507e-08	NK/T	LINC01588
2.69730071855926e-14	1.13436951898129	0.322	0.188	3.14505263784009e-10	NK/T	AC011446.2
1.80506297588489e-09	1.10468992209321	0.131	0.056	2.10470342988178e-05	NK/T	SLC16A1-AS1
8.24835124033053e-10	1.08263180522544	0.116	0.046	9.6175775462254e-06	NK/T	HLA-F-AS1
8.64850104335331e-09	1.06941127169116	0.309	0.212	0.0001008415221655	NK/T	AC087190.3
2.42178709870191e-10	1.00342165983855	0.223	0.122	2.82380375708643e-06	NK/T	AC020916.1
1.05805005911544e-167	5.9119972055595	0.938	0.048	1.23368636892861e-163	neutrophil	AL034397.3
1.86153798960078e-222	5.55420962183716	0.578	0.004	2.17055329587451e-218	neutrophil	LINC02009
4.08264721341918e-112	5.26888538521237	0.984	0.103	4.76036665084676e-108	neutrophil	AC020656.1
1.02703053997022e-187	4.75947312355948	0.688	0.014	1.19751760960528e-183	neutrophil	AC025040.1
1.4855756751544e-155	4.75376467254888	0.422	0.003	1.73218123723002e-151	neutrophil	AC104232.1
0	4.27168268367914	0.688	0	0	neutrophil	AC243967.2
9.52976143079175e-90	4.01664208473738	0.281	0.004	1.11117018283032e-85	neutrophil	BX640514.2
1.49401678446228e-34	3.74321552846742	0.141	0.004	1.74202357068302e-30	neutrophil	LINC00671
1.67810021113347e-51	3.39071011585205	0.25	0.009	1.95666484618163e-47	neutrophil	AC083855.2
4.2108546054003e-17	3.2690723909698	0.156	0.014	4.90985646989675e-13	neutrophil	HMGA2-AS1
8.42585151806298e-46	3.15875536261127	0.297	0.017	9.82454287006144e-42	neutrophil	C9orf139
2.50015182684227e-39	3.04988974278282	0.203	0.008	2.91517703009809e-35	neutrophil	AC011472.2
2.26462475182969e-228	3.029898703021	0.531	0.001	2.64055246063342e-224	neutrophil	AL359555.1
2.65839547904909e-31	2.91955384994406	0.203	0.011	3.09968912857123e-27	neutrophil	AC002091.2
1.45401418182226e-45	2.80566970883327	0.641	0.094	1.69538053600475e-41	neutrophil	TTN-AS1
2.53137825459088e-31	2.76158297981347	0.641	0.128	2.95158704485297e-27	neutrophil	AL627309.1
8.27421801921503e-14	2.68227833735709	0.109	0.009	9.64773821040472e-10	neutrophil	ITPRIP-AS1
1.77898372407535e-13	2.63787843668933	0.203	0.031	2.07429502227185e-09	neutrophil	AP001266.1
3.65745619446683e-28	2.58897026215621	0.234	0.018	4.26459392274832e-24	neutrophil	AC090559.1
3.51708520672561e-20	2.55064338270917	0.156	0.011	4.10092135104207e-16	neutrophil	AL139384.1
1.02151208523992e-41	2.54120827806011	0.25	0.012	1.19108309138975e-37	neutrophil	AC002091.1
9.5081817193041e-80	2.47025846876821	0.656	0.05	1.10865398847086e-75	neutrophil	AC215522.2
6.21193912181729e-16	2.40581288593397	0.125	0.009	7.24312101603896e-12	neutrophil	HCG27
1.04442688994685e-28	2.38602637534477	0.406	0.056	1.21780175367803e-24	neutrophil	LINC00278
2.39039725182371e-08	2.36713963819766	0.141	0.024	0.000278720319562644	neutrophil	AL031123.1
2.11919704290644e-41	2.36328619399826	0.672	0.115	2.47098375202891e-37	neutrophil	FAM157C
7.79353911705845e-34	2.3228652758489	0.156	0.005	9.08726661049016e-30	neutrophil	AC245128.3
2.42894884251585e-28	2.24216633805495	0.156	0.007	2.83215435037348e-24	neutrophil	AC009495.3
4.75653499564029e-18	2.24125282577036	0.312	0.053	5.54611980491658e-14	neutrophil	AC009506.1
8.13270655737091e-21	2.24101062131294	0.109	0.005	9.48273584589448e-17	neutrophil	AL139424.2
9.10964776292777e-50	2.18269399212459	0.453	0.038	1.06218492915738e-45	neutrophil	AC133919.2
7.85116948250635e-58	2.17941189841425	0.188	0.003	9.15446361660241e-54	neutrophil	LINC01268
8.1790250115684e-13	2.16348057165072	0.219	0.037	9.53674316348875e-09	neutrophil	AC009061.2
1.5227373778992e-27	2.14763179443013	0.109	0.003	1.77551178263047e-23	neutrophil	AC009318.3
1.1124146459429e-18	2.14680569159246	0.125	0.008	1.29707547716942e-14	neutrophil	AC009948.3
1.39603808995682e-10	2.09445438303261	0.172	0.028	1.62778041288966e-06	neutrophil	MIR646HG
4.54720934691911e-38	2.08830608166397	0.641	0.114	5.30204609850768e-34	neutrophil	AC007298.1
4.36131060735881e-17	2.07789099040694	0.25	0.036	5.08528816818038e-13	neutrophil	AC021054.1
1.72630317741414e-10	1.95208568353914	0.125	0.016	2.01286950486488e-06	neutrophil	AC011379.1
1.7412658761717e-10	1.89221406037429	0.172	0.028	2.0303160116162e-06	neutrophil	AL160408.2
6.31973135279041e-26	1.85411612593029	0.391	0.057	7.36880675735362e-22	neutrophil	AC024909.1
2.90844409466424e-10	1.84730936506522	0.25	0.057	3.39124581437851e-06	neutrophil	AL662844.4
4.36195833585953e-29	1.83788048816029	0.469	0.07	5.08604341961221e-25	neutrophil	LINC02256
9.34679118626943e-13	1.82481684831107	0.188	0.028	1.08983585231902e-08	neutrophil	AC004865.2
3.96008892054525e-31	1.76903288873857	0.359	0.039	4.61746368135577e-27	neutrophil	TTTY14
3.65611071117714e-52	1.74350814529695	0.5	0.043	4.26302508923255e-48	neutrophil	IER3-AS1
1.6912177532648e-15	1.66248260674517	0.156	0.016	1.97195990030676e-11	neutrophil	AP001442.1
1.40769560701709e-12	1.66067823192225	0.344	0.086	1.64137307778193e-08	neutrophil	WAC-AS1
6.41092162466594e-31	1.62146374541834	0.125	0.003	7.47513461436048e-27	neutrophil	LINC02470
2.90173882801222e-32	1.60330889572817	0.25	0.018	3.38342747346224e-28	neutrophil	AC141424.1
1.60772048774598e-10	1.5762740904306	0.125	0.015	1.87460208871181e-06	neutrophil	TMLHE-AS1
4.35062671821559e-10	1.5422248108815	0.188	0.034	5.07283075343938e-06	neutrophil	DNAJC3-DT
8.56594782060213e-37	1.49536671645452	0.766	0.163	9.98789515882209e-33	neutrophil	AL627309.5
7.04252575080536e-11	1.49152733513537	0.141	0.019	8.21158502543905e-07	neutrophil	AC008738.3
2.37316059144434e-12	1.43688184808515	0.219	0.038	2.76710524962411e-08	neutrophil	Z97192.3
3.62752746455061e-20	1.40364401031534	0.188	0.017	4.22969702366601e-16	neutrophil	TMC3-AS1
8.65494937575804e-31	1.39102134016477	0.156	0.006	1.00916709721339e-26	neutrophil	AC087439.1
6.01110939056823e-11	1.35580930352572	0.281	0.065	7.00895354940256e-07	neutrophil	AC012645.3
8.02284252773234e-36	1.33514439769948	0.125	0.002	9.35463438733591e-32	neutrophil	AC007298.2
1.42026583844667e-12	1.33123713819911	0.312	0.07	1.65602996762882e-08	neutrophil	GIHCG
6.25396370406983e-25	1.26397484313588	0.812	0.243	7.29212167894542e-21	neutrophil	LINC01002
