logFC	AveExpr	t	P.Value	adj.P.Val	B	Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	Cluster	Alpha
4.94892688292533	-0.810630914202168	19.0374121784446	2.13147986508995e-58	1.89233161593183e-57	122.002461739437	RPL37P2	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.94467149102942	-1.24407528262292	25.9816519415017	9.245582066707e-89	3.00926468478642e-87	191.801838538253	MT.TY	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.92159145672106	1.25140299496814	44.4616498841276	3.76581803756217e-159	2.4667284964169e-156	353.57123449367	PFDN5	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.89983191550142	-0.48755721273442	22.3405164702634	5.88486748320379e-73	9.62189604644576e-72	155.457872945496	H2AC13	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.89964004350196	-1.00877092972071	39.8505879700056	2.80795356188722e-143	1.01478473466755e-140	317.070845965198	CFLAR.AS1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.89665441144521	0.0623956528747596	23.4019363222015	1.32331866274063e-77	2.64929154629479e-76	166.126322784755	CASC19	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.85743322848042	-1.04694542872338	24.2582450603422	2.47587211448901e-81	5.85742160178376e-80	174.722971542194	AC010491.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.83451088209096	-0.53272728799916	15.4251651739851	1.11050762435218e-42	5.67601812095733e-42	85.8936426696676	SUCNR1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.82358382820487	-1.25018913382977	19.7482599429436	1.56294891382302e-61	1.58802579654117e-60	129.220322849102	PRSS35	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.82112645008284	0.559503995586212	17.1363339953489	4.6304185216903e-50	3.04162339809308e-49	102.798556918322	H19	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.81546946627387	-1.22429563504408	12.9675862848833	1.77432585206776e-32	6.59894325500218e-32	62.5157406883592	CHAD	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.81055312401785	-1.93660142527089	27.0109577488432	3.85042373250076e-93	1.55508153866953e-91	201.885227014882	AC013553.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.77633631208638	-1.55466191265938	32.2285315517421	1.43145921991041e-114	1.64861630266715e-112	251.126067630656	AC007114.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.75905784210484	-1.75363402404939	31.0929075749268	5.03254481309205e-110	4.52734643035289e-108	240.678319811109	AC114760.2	1.83781608203448e-113	2.18822518376633	0.636	0.174	2.1428935516522e-109	NK/T	NK/T	1
4.72993781109822	0.564542519251516	36.0324144257645	2.72502229767471e-129	5.33824227865043e-127	284.963098685694	LRRC4	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.71585639889323	-1.33888479141409	41.522344132452	3.69796955380891e-149	1.76166226857701e-146	330.544596532044	SREBF2.AS1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.70242186887617	-1.98290804672184	32.752316184697	1.20847402643401e-116	1.52595325711345e-114	255.8785953915	NCLP1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.68300089340479	-1.83377075218295	30.2076452976711	1.96180347141084e-106	1.47388396287608e-104	232.429655648848	AC092828.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.6779065166038	-0.81724228787641	31.8552723467098	4.38937695183992e-113	4.67034163896023e-111	247.710835558579	AC007878.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.64729545252162	-1.10742394007025	10.6488785788336	1.50271213001919e-23	4.18415900070832e-23	42.0884243649281	CAVIN2.AS1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.6068876665644	-1.26666771955559	27.7208816840821	3.90224240204479e-96	1.770452445655e-94	208.757366579446	MTND6P4	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.60454475611606	-1.43202388842167	31.8180400840919	6.18159135581154e-113	6.47861682045829e-111	247.368066425345	AP000560.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.60128545658671	-2.0274557682527	33.4294579623527	2.65169133527471e-119	3.73034242138881e-117	261.983253447158	COL6A6	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.59644473127377	-1.59856521373168	31.7765078714239	9.0585334375727e-113	9.30764310710595e-111	246.986423173524	MAGI1.IT1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.59294279211284	3.30068752750273	34.7134610690265	2.82085591387087e-124	4.80715128541849e-122	273.420402067985	KCNQ1OT1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.58393851750252	1.4297247554428	37.8636617212026	4.25818805812579e-136	1.19007839848499e-133	300.60983927126	ANKRD36C	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.56257803737664	-1.41378089586971	24.1824877872205	5.27999587779752e-81	1.22971103993904e-79	173.973524630358	INSYN2B	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.55247962137098	-0.1358495742671	27.39573972188	9.11606824678809e-95	3.96435490707314e-93	205.592397162915	HELLPAR	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.50482679077217	-1.92700373838291	25.6365650496815	2.78180643926807e-87	8.48754654636071e-86	188.432620781936	PCDHGB8P	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.48377241466611	-1.47949542484938	19.0877165577551	1.27942672137943e-58	1.14313996192815e-57	122.549579111028	FABP4	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.45894960228501	-1.37214921766604	25.591178391931	4.35630722908299e-87	1.31384972415552e-85	187.972656633742	SNORD94	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.42753036962217	0.513219949583639	22.3417669138947	5.81093513720271e-73	9.50843180413005e-72	155.435504104151	LRRN3	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.42711324850839	0.269546577442576	18.042689516693	5.04494416959544e-54	3.84115781833963e-53	111.91326656996	CCDC144B	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.42173963081832	-1.48623099739339	26.9074152491385	1.05705913391669e-92	4.11840455502373e-91	200.87735603115	AC004594.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.42141494199999	-1.96290384818945	22.5635747498454	6.17728725341359e-74	1.05527398629831e-72	157.773639634375	SNORA11	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.39939211534094	-1.61444955167756	33.7763651866452	1.17776438782142e-120	1.73852953050174e-118	265.096728821827	AC007384.1	1.67693813710866e-27	2.38671603758948	0.24	0.041	1.9553098678687e-23	B lineage	B lineage	1
4.39418506793022	-1.01813936563469	32.0039154993893	1.12070646122315e-113	1.22349625696346e-111	249.073540320983	GPR18	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.3714760842274	-1.47212395140042	17.7274346269313	1.21415437404593e-52	8.75770469180206e-52	108.828862860521	CHRM3.AS2	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.36567118040308	-0.676632459088178	21.1239629351987	1.32988407485636e-67	1.75761034634705e-66	143.157836710629	PHOSPHO1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.35691591661871	-1.48173875548699	33.5960211175522	5.93387914268705e-120	8.46122725917437e-118	263.485938403075	AC116158.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.32888266896247	-1.84076947783851	28.3349755570736	1.04730690573569e-98	5.5435858714964e-97	214.677690176315	AC025569.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.32398066247025	-0.859790903470409	25.3573831369457	4.40338179433671e-86	1.28015652969614e-84	185.646527386788	FOXC2	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.32333099213513	-0.86589901618128	36.960141247842	9.21751881925311e-133	2.1231693623117e-130	292.917235219069	SPDYE5	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.30767046242065	-2.21182067965309	30.5917397327252	5.36606569605761e-108	4.2767339564663e-106	236.011799147574	LACTB2.AS1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.29962668966803	-0.102153617613745	16.5345380834427	1.90121908011468e-47	1.13634026627556e-46	96.82320856914	PSMC2P1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.28653632100384	-1.97777466487638	23.1694756057225	1.37179860110294e-76	2.62117324318311e-75	163.869695041133	AC139495.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.27791902142501	-2.33834979465087	13.1638397968285	2.86834991585718e-33	1.0927568627096e-32	64.4212488475699	MPO	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.27746621794099	-1.14862591759642	33.322678128533	6.93637841717759e-119	9.56535710542496e-117	261.037992749971	AL121672.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.26160218350809	-1.59495160394456	32.0100466569347	1.05940279539481e-113	1.16262523530213e-111	249.123555773308	AC012076.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.24683488056936	-1.88346387475464	30.1044604545813	5.17420131136859e-106	3.85965956183619e-104	231.459545895253	HNRNPA3P9	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.21266673558317	-2.04424769110958	26.405875011713	1.42933688359896e-90	5.03534964993576e-89	195.992850075705	HNRNPA1P49	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.20860984472849	-1.80284184453197	25.4756873713985	1.36504158099239e-86	4.04704902110065e-85	186.84108688004	TSHR	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.20394750918829	-0.939067242949941	42.7406094173879	2.36385158833366e-153	1.20850471080638e-150	340.182758671782	AC008895.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.20281080816474	-1.59798869746207	15.6286893231234	1.50272471029093e-43	7.95017987188494e-43	87.9616056453225	FCGR3B	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.19731920100018	-2.06573721507285	25.0981927937727	5.75435907506478e-85	1.58498187348795e-83	183.115807367019	AC104791.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.18188982325259	-1.21652189787475	31.3376394375195	5.20381717716786e-111	4.98069460505094e-109	242.945065753294	AL121933.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.16992796518985	-1.91955480142369	27.841882985174	1.21136566971931e-96	5.66773120602378e-95	209.939145937737	AC018797.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.1674579199667	-2.30392705222327	30.0920304243988	5.81591516401834e-106	4.32295736712725e-104	231.337749249971	AC001226.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.16212718215423	-1.89621136290427	30.605583693695	4.71480048200167e-108	3.78647252502824e-106	236.145899429285	AC138028.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.15356330659081	-2.0134035085718	29.4072907138087	3.74823782549887e-103	2.47844836152309e-101	224.89026914764	AC010240.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.13829181950053	-1.01380634721523	26.7467938115556	5.07454197622308e-92	1.90281707269431e-90	199.29952679392	AC068587.4	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.13224181174036	-2.22575052819983	33.3161059932289	7.35963391874362e-119	1.00172264007003e-116	260.943466004739	AC083806.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.13198957066482	2.20751824109741	24.4216612205506	4.84039707679068e-82	1.17430049915057e-80	176.280681473174	ASPM	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.12271939488034	1.35373826741144	28.5347730992049	1.53949143479165e-99	8.46962728731437e-98	216.542661676722	PAPPA	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.12106169924009	-2.08879554548211	26.7598505214836	4.46655964581222e-92	1.67784151856398e-90	199.450896589615	CRYZP1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.11856052268571	-0.295802266714653	31.1160703073606	4.05866080997127e-110	3.68283936094406e-108	240.891292503123	NOTCH2NLC	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.09733488894713	0.921122658761276	38.6382126473768	6.38139629392391e-139	2.05785304179906e-136	307.098663417978	SMG1P3	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.09653889084071	-2.09965260922055	25.4105174457998	2.60179627443014e-86	7.60617178637798e-85	186.207833239003	AFAP1.AS1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.09495253670621	5.35379388571989	20.6065637378665	2.54717762640926e-65	3.05268097353714e-64	137.628563006783	VCAN	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.09348154759981	-0.582810460023649	18.6352455028257	1.25740996756649e-56	1.0471422459341e-55	117.934236702216	BCYRN1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.08824840337507	-2.04151753109621	16.282749887988	2.32929443850309e-46	1.34911137677434e-45	94.4361140074336	GABRB2	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.08002114586163	-0.251946705331263	39.3652839092011	1.52373375524955e-141	5.32316387396432e-139	313.104639954087	SMG1P5	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.07911240509513	-1.07827774557569	27.5048006611656	3.16402770535585e-95	1.40213921209226e-93	206.668722214877	LINC01410	2.11111303867069e-22	2.59715586644882	0.19	0.025	2.46155780309002e-18	monocyte/macrophage	monocyte/macrophage	1
4.0668321653028	-1.83416830932533	19.0410734263107	2.05375717955372e-58	1.82564903480176e-57	122.092227032232	SCN4A	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.06633013291042	-2.13734640270478	26.2633394362732	5.79052349336259e-90	1.98975676957989e-88	194.598189782809	RHOQ.AS1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.06346544540784	-2.13670028553811	31.4270393682987	2.27573774422356e-111	2.19823681367143e-109	243.752082833288	LINC00216	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.04949526574026	-0.734303314969478	21.3808002654384	9.81214450178847e-69	1.34690478652252e-67	145.766255320254	PCDHGA8	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.04322750875147	-0.811061433410268	24.1536931543634	7.04199370576659e-81	1.6256302870768e-79	173.688103270577	CDKN2B.AS1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.04115215914483	-2.13162437472038	25.7150440655992	1.28144150311205e-87	3.96169547886897e-86	189.209449324857	AC027279.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.02949862629783	-1.8111722290889	31.4840950061776	1.3430727322548e-111	1.31552091312116e-109	244.286426267486	AC078795.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.024004881342	-1.09799992886445	33.8050663156415	9.10869035766939e-121	1.35409403253268e-118	265.358919288971	AMZ1	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.02276114406604	-1.38545577781691	26.0698727161645	3.87929913951584e-89	1.29687383195202e-87	192.690615361093	AL031595.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.01881586828821	-2.13990827272801	27.6239589862214	9.97115457820287e-96	4.49473916373571e-94	207.837090277825	AL162724.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.01513335418936	-2.33815303727334	21.1173397549116	1.42237921192172e-67	1.87866985892194e-66	143.172459424543	PZP	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.01224868643631	-0.807438517698174	37.2366577741631	8.69273554159875e-134	2.0705503373574e-131	295.27269109966	EDDM13	NA	NA	NA	NA	NA	NA	Unknown	0.1
4.0022651367284	1.99010329957414	35.9564308996749	5.26874820322353e-129	1.01319478062173e-126	284.305345254571	ANKRD36	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.99756295114932	-1.81305952241777	31.7666851143908	9.91566506094398e-113	1.01386466020706e-110	246.884810470787	AC093690.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.9953603741403	-2.01775105178807	29.4473834266746	2.56265232680005e-103	1.70526207689066e-101	225.268201382066	AC021087.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.99320397956753	-2.33302591886004	28.1900256970522	4.22064918480993e-98	2.14210720491043e-96	213.286838569688	AL109614.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.99022350942325	-1.62886092733065	25.8897737386889	2.28605773483396e-88	7.33814030319365e-87	190.920724665449	MTHFD1P1	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.97941398073558	-1.375352737209	25.0321455805664	1.10873549034182e-84	3.01820839130584e-83	182.449108856935	HTR2B	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.95917759776046	-1.90605710016359	25.0095549090361	1.38767407952665e-84	3.74350532573464e-83	182.239257773864	PRH2	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.93830331456556	-1.17926882827359	22.3919405861532	3.49913454482714e-73	5.78889969961496e-72	156.011352361467	KCNA3	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.93491044242974	-1.56191659932507	24.4256764036492	4.6502412017401e-82	1.12947515445741e-80	176.432028212844	SNORA71B	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.93070058041999	-1.25839329938985	28.891603418373	5.07022984652432e-101	3.02783725962952e-99	219.994930098575	AC087521.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.92903493375989	-1.62482106965134	30.24221974256	1.41791209816141e-106	1.06909552120724e-104	232.751408875402	AC006330.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.92003856424104	-2.26456211654899	27.1785936626476	7.52373212469812e-94	3.12287027853064e-92	203.525057134305	AL442003.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.91390899422384	-0.798644297565739	33.1775686724627	2.56825303408906e-118	3.47310657080909e-116	259.734227686807	PSMD6.AS2	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.91249741592163	-1.18134080506566	29.8389260848505	6.31289860686447e-105	4.44042509055323e-103	228.966238217605	RIMKLBP2	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.90939774716067	0.447282010716025	36.4012919378487	1.121371576484e-130	2.32723461531496e-128	288.14718669457	AC006059.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.90863757099054	1.80642406594359	19.4313794793081	3.90742996066325e-60	3.71276697214245e-59	125.911829451979	H2BC7	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.8997700201832	0.443511897679612	24.0123056011625	2.89838120294087e-80	6.53960908448262e-79	172.232352483337	CD209	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.89388886353573	-0.941115134343883	39.9025863094703	1.83350072747582e-143	6.74245767519660e-141	317.472507948611	AP003108.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.88678410592055	-0.90326184671581	33.8487269466265	6.16268913910913e-121	9.22686621749046e-119	265.751317538243	SMARCA5.AS1	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.88514141998231	-1.98090802868613	15.7741568130147	3.58345069787378e-44	1.92350089828764e-43	89.4406276388787	CXCR2P1	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.88236268506254	-0.932364251423212	17.1803769541527	2.9766876690791e-50	1.97325585805082e-49	103.313549948711	SCN3A	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.8794763987664	-2.30488251360047	30.192689344433	2.25771934363729e-106	1.69014482721362e-104	232.283887647486	AC092428.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
3.87417713302925	0.0406798534466114	31.4843469449968	1.33995010120619e-111	1.31552091312116e-109	244.295557707382	Z95331.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
